YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,LocationID,TopicID,QuestionID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2015,2019,MS,Mississippi,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,Number,Number,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-89.53803082499968 32.745510099000455),28,CAN,CAN04,,NMBR,RACE,AIAN,,,,
2016,2020,DE,Delaware,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,14.5,14.5,,,12.4,17,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-75.57774116799965 39.008830667000495),10,CAN,CAN01,,CRDRATE,RACE,BLK,,,,
2015,2019,IN,Indiana,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,4.4,4.4,,,3.1,6.1,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),18,CAN,CAN01,,CRDRATE,RACE,API,,,,
2015,2019,DC,District of Columbia,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-77.036871 38.907192),11,CAN,CAN02,,AGEADJRATE,RACE,API,,,,
2015,2019,PA,Pennsylvania,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,47.9,47.9,,,47.2,48.6,Sex,Male,,,,,POINT (-77.86070029399963 40.79373015200048),42,CAN,CAN04,,AGEADJRATE,SEX,SEXM,,,,
2016,2020,KY,Kentucky,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Crude Rate,227.7,227.7,,,225.7,229.7,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),21,CAN,CAN08,,CRDRATE,OVERALL,OVR,,,,
2016,2020,FL,Florida,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,15,15,,,14.4,15.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN01,,CRDRATE,RACE,BLK,,,,
2015,2019,WV,West Virginia,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,47.6,47.6,,,40.4,55.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-80.71264013499967 38.66551020200046),54,CAN,CAN04,,AGEADJRATE,RACE,BLK,,,,
2016,2020,HI,Hawaii,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,950,950,,,807.1,1112,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN07,,AGEADJRATE,RACE,AIAN,,,,
2016,2020,NV,Nevada,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,Number,Number,216,216,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-117.07184056399967 39.493240390000494),32,CAN,CAN05,,NMBR,RACE,WHT,,,,
2015,2019,KY,Kentucky,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Age-adjusted Rate,18.7,18.7,,,17.8,19.5,Sex,Male,,,,,POINT (-84.77497104799966 37.645970271000465),21,CAN,CAN05,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,SD,South Dakota,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,24.9,24.9,,,22.8,27,Sex,Female,,,,,POINT (-100.3735306369997 44.353130053000484),46,CAN,CAN02,,CRDRATE,SEX,SEXF,,,,
2015,2019,CT,Connecticut,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,24.9,24.9,,,23.7,26.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN05,,CRDRATE,RACE,WHT,,,,
2016,2020,NJ,New Jersey,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,4.3,4.3,,,3.5,5.3,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-74.27369128799967 40.13057004800049),34,CAN,CAN05,,CRDRATE,RACE,API,,,,
2015,2019,MT,Montana,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,25.9,25.9,,,24,27.9,Sex,Male,,,,,POINT (-109.42442064499971 47.06652897200047),30,CAN,CAN05,,CRDRATE,SEX,SEXM,,,,
2015,2019,WV,West Virginia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,49.3,49.3,,,36.1,65.6,Race/Ethnicity,Hispanic,,,,,POINT (-80.71264013499967 38.66551020200046),54,CAN,CAN08,,AGEADJRATE,RACE,HIS,,,,
2016,2020,AZ,Arizona,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,114,114,,,107.8,120.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN08,,AGEADJRATE,RACE,AIAN,,,,
2016,2020,IL,Illinois,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,81.8,81.8,,,78.8,84.9,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),17,CAN,CAN08,,AGEADJRATE,RACE,API,,,,
2016,2020,CT,Connecticut,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,20725,20725,,,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN07,,NMBR,OVERALL,OVR,,,,
2016,2020,MT,Montana,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Sex,Male,,,,,POINT (-109.42442064499971 47.06652897200047),30,CAN,CAN02,,CRDRATE,SEX,SEXM,,,,
2015,2019,RI,Rhode Island,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-71.52247031399963 41.70828019300046),44,CAN,CAN02,,NMBR,RACE,AIAN,,,,
2015,2019,IA,Iowa,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-93.81649055599968 42.46940091300047),19,CAN,CAN03,,AGEADJRATE,RACE,BLK,,,,
2015,2019,TN,Tennessee,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,Number,Number,2349,2349,,,,,Sex,Male,,,,,POINT (-85.77449091399967 35.68094058000048),47,CAN,CAN04,,NMBR,SEX,SEXM,,,,
2016,2020,AR,Arkansas,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,3.4,3.4,,,2.9,3.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-92.27449074299966 34.74865012400045),5,CAN,CAN03,,AGEADJRATE,RACE,WHT,,,,
2015,2019,NC,North Carolina,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,44.6,44.6,,,43.8,45.4,Sex,Female,,,,,POINT (-79.15925046299964 35.466220975000454),37,CAN,CAN04,,CRDRATE,SEX,SEXF,,,,
2015,2019,PA,Pennsylvania,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,21.9,21.9,,,14.5,32,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-77.86070029399963 40.79373015200048),42,CAN,CAN04,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,MD,Maryland,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,16.7,16.7,,,16,17.4,Sex,Male,,,,,POINT (-76.60926011099963 39.29058096400047),24,CAN,CAN01,,CRDRATE,SEX,SEXM,,,,
2015,2019,OK,Oklahoma,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,Number,Number,26,26,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-97.52107021399968 35.47203135600046),40,CAN,CAN04,,NMBR,RACE,HIS,,,,
2015,2019,CT,Connecticut,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN03,,AGEADJRATE,RACE,API,,,,
2016,2020,CT,Connecticut,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN01,,AGEADJRATE,RACE,AIAN,,,,
2016,2020,MI,Michigan,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,35,35,,,34.3,35.6,Sex,Female,,,,,POINT (-84.71439026999968 44.6613195430005),26,CAN,CAN04,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,WY,Wyoming,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,13.4,13.4,,,8.4,20,Race/Ethnicity,Hispanic,,,,,POINT (-108.10983035299967 43.23554134300048),56,CAN,CAN01,,AGEADJRATE,RACE,HIS,,,,
2016,2020,MI,Michigan,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,2.2,2.2,,,2.1,2.4,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),26,CAN,CAN03,,CRDRATE,OVERALL,OVR,,,,
2015,2019,TX,Texas,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,437,437,,,435.4,438.5,Sex,Male,,,,,POINT (-99.42677020599967 31.827240407000488),48,CAN,CAN07,,CRDRATE,SEX,SEXM,,,,
2015,2019,CT,Connecticut,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,5.2,5.2,,,3.2,7.8,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN05,,CRDRATE,RACE,API,,,,
2015,2019,KS,Kansas,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,16.7,16.7,,,15.8,17.6,Sex,Male,,,,,POINT (-98.20078122699965 38.34774030000045),20,CAN,CAN01,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,NC,North Carolina,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,359,359,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-79.15925046299964 35.466220975000454),37,CAN,CAN02,,NMBR,RACE,BLK,,,,
2015,2019,NY,New York,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,357.4,357.4,,,353.4,361.4,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-75.54397042699964 42.82700103200045),36,CAN,CAN07,,AGEADJRATE,RACE,API,,,,
2015,2019,US,United States,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,2,2,,,2,2.1,Race/Ethnicity,"White, non-Hispanic",,,,,,59,CAN,CAN03,,AGEADJRATE,RACE,WHT,,,,
2015,2019,ND,North Dakota,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-100.11842104899966 47.47531977900047),38,CAN,CAN04,,AGEADJRATE,RACE,HIS,,,,
2016,2020,ME,Maine,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,1.1,1.1,,,0.8,1.5,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-68.98503133599962 45.254228894000505),23,CAN,CAN03,,AGEADJRATE,RACE,WHT,,,,
2015,2019,HI,Hawaii,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,526.1,526.1,,,520.8,531.5,Overall,Overall,,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN07,,CRDRATE,OVERALL,OVR,,,,
2016,2020,CO,Colorado,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,9.4,9.4,,,7.4,11.7,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN01,,AGEADJRATE,RACE,API,,,,
2015,2019,DE,Delaware,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-75.57774116799965 39.008830667000495),10,CAN,CAN03,,CRDRATE,RACE,AIAN,,,,
2016,2020,ME,Maine,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,Number,Number,162,162,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-68.98503133599962 45.254228894000505),23,CAN,CAN05,,NMBR,RACE,WHT,,,,
2016,2020,GA,Georgia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Crude Rate,245.2,245.2,,,238.9,251.6,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-83.62758034599966 32.83968109300048),13,CAN,CAN07,,CRDRATE,RACE,API,,,,
2015,2019,ME,Maine,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,Number,Number,193,193,,,,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),23,CAN,CAN02,,NMBR,OVERALL,OVR,,,,
2015,2019,NV,Nevada,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,7.8,7.8,,,7,8.7,Race/Ethnicity,Hispanic,,,,,POINT (-117.07184056399967 39.493240390000494),32,CAN,CAN04,,CRDRATE,RACE,HIS,,,,
2015,2019,MS,Mississippi,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,22.9,22.9,,,21.9,24,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-89.53803082499968 32.745510099000455),28,CAN,CAN01,,CRDRATE,RACE,WHT,,,,
2015,2019,NE,Nebraska,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN01,,AGEADJRATE,RACE,API,,,,
2015,2019,WV,West Virginia,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,3.7,3.7,,,3.1,4.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-80.71264013499967 38.66551020200046),54,CAN,CAN03,,CRDRATE,RACE,WHT,,,,
2015,2019,HI,Hawaii,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,11.4,11.4,,,10.6,12.3,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN01,,AGEADJRATE,RACE,API,,,,
2016,2020,IL,Illinois,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,2.6,2.6,,,2.4,2.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-88.99771017799969 40.48501028300046),17,CAN,CAN03,,CRDRATE,RACE,WHT,,,,
2016,2020,IN,Indiana,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,Number,Number,9,9,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-86.14996019399968 39.766910452000445),18,CAN,CAN05,,NMBR,RACE,HIS,,,,
2015,2019,MT,Montana,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-109.42442064499971 47.06652897200047),30,CAN,CAN03,,CRDRATE,RACE,HIS,,,,
2015,2019,CA,California,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,3.1,3.1,,,1.8,4.9,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-120.99999953799971 37.63864012300047),6,CAN,CAN03,,AGEADJRATE,RACE,AIAN,,,,
2016,2020,CA,California,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,11,11,,,10.7,11.3,Race/Ethnicity,Hispanic,,,,,POINT (-120.99999953799971 37.63864012300047),6,CAN,CAN01,,AGEADJRATE,RACE,HIS,,,,
2016,2020,NM,New Mexico,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,12.8,12.8,,,9.9,16.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),35,CAN,CAN02,,CRDRATE,RACE,AIAN,,,,
2015,2019,CO,Colorado,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,388.9,388.9,,,385.8,392.1,Sex,Female,,,,,POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN07,,AGEADJRATE,SEX,SEXF,,,,
2015,2019,AZ,Arizona,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,2.3,2.3,,,2.1,2.5,Sex,Female,,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN03,,CRDRATE,SEX,SEXF,,,,
2015,2019,NE,Nebraska,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,"per 100,000",Crude Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN05,,CRDRATE,RACE,AIAN,,,,
2016,2020,DC,District of Columbia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Crude Rate,145.6,145.6,,,140.1,151.2,Sex,Female,,,,,POINT (-77.036871 38.907192),11,CAN,CAN08,,CRDRATE,SEX,SEXF,,,,
2015,2019,VA,Virginia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,447.2,447.2,,,444.4,450,Sex,Male,,,,,POINT (-78.45789046299967 37.54268067400045),51,CAN,CAN07,,AGEADJRATE,SEX,SEXM,,,,
2015,2019,KS,Kansas,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,16.3,16.3,,,10.3,24.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),20,CAN,CAN01,,CRDRATE,RACE,AIAN,,,,
2015,2019,DC,District of Columbia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Crude Rate,236.4,236.4,,,228.9,243.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-77.036871 38.907192),11,CAN,CAN08,,CRDRATE,RACE,BLK,,,,
2016,2020,HI,Hawaii,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,23.7,23.7,,,16.7,32.4,Race/Ethnicity,Hispanic,,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN02,,AGEADJRATE,RACE,HIS,,,,
2015,2019,AL,Alabama,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,19.2,19.2,,,18.2,20.3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),1,CAN,CAN01,,CRDRATE,RACE,BLK,,,,
2015,2019,WI,Wisconsin,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,17.9,17.9,,,15.6,20.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-89.81637074199966 44.39319117400049),55,CAN,CAN01,,AGEADJRATE,RACE,BLK,,,,
2015,2019,FL,Florida,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,21.1,21.1,,,16.8,26.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN04,,AGEADJRATE,RACE,AIAN,,,,
2016,2020,AZ,Arizona,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Crude Rate,91.1,91.1,,,86.3,96.2,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-111.76381127699972 34.865970280000454),4,CAN,CAN08,,CRDRATE,RACE,AIAN,,,,
2015,2019,VT,Vermont,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-72.51764079099962 43.62538123900049),50,CAN,CAN04,,AGEADJRATE,RACE,HIS,,,,
2015,2019,KS,Kansas,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,11.2,11.2,,,7.7,15.7,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-98.20078122699965 38.34774030000045),20,CAN,CAN01,,AGEADJRATE,RACE,API,,,,
2016,2020,HI,Hawaii,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Crude Rate,12.4,12.4,,,9,16.6,Race/Ethnicity,Hispanic,,,,,POINT (-157.85774940299973 21.304850435000446),15,CAN,CAN02,,CRDRATE,RACE,HIS,,,,
2016,2020,AK,Alaska,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Age-adjusted Rate,35.9,35.9,,,30,42.6,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-147.72205903599973 64.84507995700051),2,CAN,CAN01,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,VA,Virginia,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,"per 100,000",Age-adjusted Rate,416.7,416.7,,,414.8,418.5,Overall,Overall,,,,,POINT (-78.45789046299967 37.54268067400045),51,CAN,CAN07,,AGEADJRATE,OVERALL,OVR,,,,
2015,2019,MT,Montana,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Crude Rate,49.4,49.4,,,40.2,60.1,Race/Ethnicity,Hispanic,,,,,POINT (-109.42442064499971 47.06652897200047),30,CAN,CAN08,,CRDRATE,RACE,HIS,,,,
2016,2020,NJ,New Jersey,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,20.3,20.3,,,19.8,20.8,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),34,CAN,CAN02,,AGEADJRATE,OVERALL,OVR,,,,
2016,2020,AK,Alaska,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",,,,,POINT (-147.72205903599973 64.84507995700051),2,CAN,CAN03,,AGEADJRATE,RACE,API,,,,
2015,2019,DC,District of Columbia,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,44.6,44.6,,,41.4,47.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-77.036871 38.907192),11,CAN,CAN04,,CRDRATE,RACE,BLK,,,,
2015,2019,NE,Nebraska,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",,"per 100,000",Crude Rate,33.9,33.9,,,30.5,37.6,Race/Ethnicity,Hispanic,,,,,POINT (-99.36572062299967 41.6410409880005),31,CAN,CAN08,,CRDRATE,RACE,HIS,,,,
2015,2019,OR,Oregon,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,15.1,15.1,,,14.4,15.9,Sex,Female,,,,,POINT (-120.15503132599969 44.56744942400047),41,CAN,CAN01,,CRDRATE,SEX,SEXF,,,,
2015,2019,NV,Nevada,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",,Number,Number,6885,6885,,,,,Sex,Male,,,,,POINT (-117.07184056399967 39.493240390000494),32,CAN,CAN07,,NMBR,SEX,SEXM,,,,
2015,2019,WY,Wyoming,US Cancer DVT,Cancer,"Breast cancer mortality among all females, underlying cause",,"per 100,000",Age-adjusted Rate,,,~,Data suppressed; too few respondents or cases,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-108.10983035299967 43.23554134300048),56,CAN,CAN02,,AGEADJRATE,RACE,AIAN,,,,
2015,2019,VA,Virginia,US Cancer DVT,Cancer,"Prostate cancer mortality among all males, underlying cause",,Number,Number,768,768,,,,,Overall,Overall,,,,,POINT (-78.45789046299967 37.54268067400045),51,CAN,CAN05,,NMBR,OVERALL,OVR,,,,
2015,2019,CT,Connecticut,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause",,"per 100,000",Crude Rate,54.7,54.7,,,53.4,56.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-72.64984095199964 41.56266102000046),9,CAN,CAN04,,CRDRATE,RACE,WHT,,,,
